Manufacturer,Model,Application(s),Thrust (dry) [lbf],Thrust (wet) [lbf],SFC (dry) [lb/lbf hr],SFC (wet) [lb/lbf hr],Airflow (static) [lb/s],OPR (static),FPR (static),BPR (static),Thrust (cruise) [lbf],SFC (cruise) [lb/lbf hr],Cruise Speed [M],Cruise Altitude [ft],Turbine Inlet Temperature [K],Number of Spools,Fan Stages,LPC Stages,HPC Stages,HPT Stages,IPT Stages,LPT Stages,Fan Diameter [in],Length [in],Width/Diameter [in],Dry Weight [lb]
Pratt Whitney,JT8D-9,"727-100/-100C/-200/-200A, 737-200/-200A/-200C/-200CA, DC-9-32/-32F/-33F/-33F(RC), Caravelle 10B3/12",14500,,0.565,,319,15.9,1.91,1.03,4540,0.8,0.8,30000,,2,2,4B,7,1,,3,42.5,123.5,42.5,3252
Pratt Whitney,JT8D-9 (HK3),"727-200F, DC-9-31/-32/-32F/-33F",14500,,0.565,,319,15.9,1.91,1.03,4540,0.8,0.8,30000,,2,2,4B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-9A,"727-100/-100C/-100F/-200/-200A/-200AF/-200F, 737-100/-200/-200A/-200C/-200CA/-200AF, DC-9-31/-32/-32F/-33F(RC)",14500,,0.565,,319,15.9,1.91,1.03,4540,0.8,0.8,30000,,2,2,4B,7,1,,3,42.5,123.5,42.5,3402
Pratt Whitney,JT8D-9A (HK3),"727-100/-200/-200A/-200AF/-200F, 737-200/-200A/-200C/-200CA, DC-9-31/-32/-33F(CF)/-33F(RC)",14500,,0.565,,319,15.9,1.91,1.03,4540,0.8,0.8,30000,,2,2,4B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-11,DC-9-21/-32/-41,15000,,0.62,,327,16.2,,1.05,4750,0.806,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3389
Pratt Whitney,JT8D-11 (HK),DC-9-21,15000,,0.62,,327,16.2,,1.05,4750,0.806,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-11 (HK3),DC-9-21/-32/-33F/-41,15000,,0.62,,327,16.2,,1.05,4750,0.806,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-15,"727-200/-200A/-200F/-200AF, 737-200A/-200CA, DC-9-33/-34/-41, Mercure-100",15500,,0.63,,322,16.5,,1.03,4920,0.81,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3414
Pratt Whitney,JT8D-15 (HK),"727-200A, 737-200/-200A",15500,,0.63,,322,16.5,,1.03,4920,0.81,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-15 (HK3),"727-200A/-200AF, 737-200/-200A/-200C/-200CA, DC-9-31/-32/-41",15500,,0.63,,322,16.5,,1.03,4920,0.81,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-15A,"727-200A, 737-200A/-200CA, DC-9-30/-40/-50 (option)",15500,,0.59,,327,16.6,,1.04,4920,0.81,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3474
Pratt Whitney,JT8D-15A (HK3),"727-200A/-200AF, 737-200A/-200CA",15500,,0.59,,327,16.6,,1.04,4920,0.81,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-17,"727-200A/-200AF, 737-200/-200A/-200CA/-200F/-200AF, DC-9-31/-32/-34/-34F(CF)/-51",16000,,0.6,,324,16.9,,1.01,5140,0.814,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3430
Pratt Whitney,JT8D-17 (HK3),"727-200A/-200AF, 737-200A/-200CA, DC-9-51",16000,,0.6,,324,16.9,,1.01,5140,0.814,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-17A,"727-200A, 737-200A/-200CA/-200AF, DC-9-41/-51",16000,,0.6,,328,17.1,,1.02,5140,0.773,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3475
Pratt Whitney,JT8D-17A (HK3),"727-200A/-200AF, 737-200A/-200CA, DC-9-41/-51",16000,,0.6,,328,17.1,,1.02,5140,0.773,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-17AR,"727-200A, 737-200",17400,,,,331,17.3,2.16,1,5140,0.78,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3500
Pratt Whitney,JT8D-17R,727-200/-200A/-200AF,17400,,,,331,17.5,,1,5140,0.82,0.8,30000,,2,2,6B,7,1,,3,42.5,123.5,42.5,3495
Pratt Whitney,JT8D-17R (HK3),727-200A/-200AF,17400,,,,331,17.5,,1,5140,0.82,0.8,30000,,2,2,6B,7,1,,3,42.5,,42.5,
Pratt Whitney,JT8D-209,MD-81,19250,,0.51,,471,17.4,,1.82,4945,0.724,0.8,35000,,2,1,6B,7,1,,3,49.2,154.2,59.2,4588
Pratt Whitney,JT8D-216,MD-95-30 (not produced),,,,,,,,,,,,,,2,1,6B,7,1,,3,49.2,154.2,,
Pratt Whitney,JT8D-217,MD-81/-82,20850,,0.53,,486,18.6,,1.77,5240,0.753,0.8,35000,,2,1,6B,7,1,,3,49.2,154.2,59.2,4623
Pratt Whitney,JT8D-217A,MD-81/-82/-82(SA),20850,,0.53,,486,18.6,,1.77,5240,0.753,0.8,35000,,2,1,6B,7,1,,3,49.2,154.2,59.2,4623
Pratt Whitney,JT8D-217C,"727-100(RE)/-200A(RE)/-200AF(RE), MD-81/-82/-87/-88",20850,,0.5,,497,20.1,,1.72,5240,0.736,0.8,35000,,2,1,6B,7,1,,3,49.2,154.2,59.2,4684
Pratt Whitney,JT8D-218,MD-95-30 (not produced),,,,,,,,,,,,,,2,1,6B,7,1,,3,49.2,154.2,,
Pratt Whitney,JT8D-219,"MD-82/-83/-87/-88, 707-330C(RE), 727-200AF(RE), Aerion SBJ (not produced)",21700,,0.519,,497,20.1,1.91,1.72,5250,0.737,0.8,35000,,2,1,6B,7,1,,3,49.2,154.2,59.2,4684
Pratt Whitney,JT9D-1,747-100 (option),42000,,,,1484,21.5,1.6,5,,,,,,2,1,3B,11,2,,4,95.6,154.2,,
Pratt Whitney,JT9D-3,747-100 (option),43500,,0.346,,,22,1.51,5.2,,,,,,2,1,3B,11,2,,4,95.6,154.2,,8430
Pratt Whitney,JT9D-3A,747-100,43500,45800,0.346,,1509,21.5,1.51,5.2,10200,0.624,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8713
Pratt Whitney,JT9D-7,747-100/-200B,45500,47000,0.355,,1521,22.3,,5.2,10200,0.62,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7A,747-SF/-SP/-100/-100A/-100(SF)/-100F/-100SR/-100SRB/-100SR(SF)/-200/-200B/-200C,46150,47670,0.364,,1534,22.5,,5.1,10830,0.625,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7AH,747-SP/-100/-100(SF)/-100F/-200B,46150,47670,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7ASP,747-SP (option),46950,48570,0.364,,1534,22.5,,5.1,10680,0.63,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7AW,"747-200B/-200(SF)/-100SR/-200F, 747-100/-100B (option)",,,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7F,747-SP/-100B/-200/-200B/-200B(M)/-200(SF)/-200F,46750,48650,0.367,,1565,22.8,,5.1,11050,0.631,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7FW,747-SP/-200B(SF)/-200C(M),48000,50000,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7H,747-100/-200B,45500,47000,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7J,747-100F/-200B/-200B(M)/-200B(SF)/-200C/-200F,48650,,,,1590,23.5,,5.1,11050,0.631,0.85,35000,,2,1,3B,11,2,,4,95.6,154.2,,8880
Pratt Whitney,JT9D-7Q,747-200B/-200B(M)/-200B(SF)/-200F,51900,,,,1640,24.5,,4.9,11950,0.631,0.85,35000,,2,1,3B,11,2,,4,93.6,153.6,97.03,9295
Pratt Whitney,JT9D-7Q3,747-200B/-200B(M)/-200B(SF),51900,,,,1640,24.5,,4.9,11950,0.631,0.85,35000,,2,1,3B,11,2,,4,93.6,153.6,97.03,9295
Pratt Whitney,JT9D-7R,767-200/-200ER/-200ET/-200PC/-300,48000,,,,1585,23.4,,4.9,11200,0.615,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,,8915
Pratt Whitney,JT9D-7R4,"A300B4-620, A300C4-620",48000,,,,1585,23.4,,4.9,11200,0.615,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,,8915
Pratt Whitney,JT9D-7R4D,767-200/-200ER/-200ET/-200PC/-300,48000,,0.343,,1585,23.4,,4.9,11200,0.615,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8935
Pratt Whitney,JT9D-7R4D1,A310-221,48000,,0.343,,1585,23.4,,4.9,11200,0.615,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8915
Pratt Whitney,JT9D-7R4E,767-200ER,50000,,0.343,,1615,24.2,,4.9,11700,0.62,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8915
Pratt Whitney,JT9D-7R4E1,A310-222/-222F/-322,50000,,0.343,,1615,24.2,,4.9,11700,0.62,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8935
Pratt Whitney,JT9D-7R4E3,767-200ER,50000,,0.343,,1615,24.2,,4.9,11700,0.62,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,,9100
Pratt Whitney,JT9D-7R4E4,767-200ER,50000,,0.343,,1615,24.2,,4.9,11700,0.62,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8935
Pratt Whitney,JT9D-7R4G2,747-200B/-200B(SF)/-200F/-300/-300(M)/-300(SF),54750,,0.36,,1695,26.3,,4.8,12250,0.639,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,9170
Pratt Whitney,JT9D-7R4H1,,56000,,0.364,,1695,26.7,,4.8,12250,0.628,0.85,35000,,2,1,4B,11,2,,4,93.4,153.6,96,8915
Pratt Whitney,JT9D-7W,747-200B,,,,,,,,4.9,,,,,,2,1,3B,11,2,,4,95.6,154.2,,
Pratt Whitney,JT9D-9,,53000,,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,154.2,,
Pratt Whitney,JT9D-15,"DC-10-20/-40 (option), MD-11 (proposed)",45500,47000,0.355,,,,,,,,,,,2,1,3B,11,2,,4,95.6,,,
Pratt Whitney,JT9D-17,,48000,,,,,,,,,,,,,2,1,3B,11,2,,4,95.6,,,
Pratt Whitney,JT9D-20,"DC-10-40, MD-11 (proposed)",44500,47500,0.37,,1521,21.1,,5.2,10680,0.624,0.85,35000,,2,1,3B,11,2,,4,95.6,153.6,,8470
Pratt Whitney,JT9D-20J,"DC-10-40, MD-11 (proposed)",48050,47500,0.37,,1521,21.1,,5.2,10680,0.624,0.85,35000,,2,1,3B,11,2,,4,95.6,153.6,,8580
Pratt Whitney,JT9D-25,"DC-10-20 (option), MD-11 (proposed)",47000,50000,,,,,,5.2,,,,,,2,1,3B,11,2,,4,95.6,153.6,,
Pratt Whitney,JT9D-59,,53000,,0.375,,1639,24.5,,4.9,11950,0.631,0.85,35000,,2,1,4B,11,2,,4,95.6,153.6,97.03,9140
Pratt Whitney,JT9D-59A,"A300B4-120, DC-10-40(D)/-40(I)/-40F, A300B4-220/-220F/-220FF/-320 (option)",51720,,,,,,,,,,,,,2,1,4B,11,2,,4,95.6,153.6,,9140
Pratt Whitney,JT9D-59B,A300B4-220/-220F/-220FF,54500,,,,1660,25.2,,4.8,12200,0.631,0.85,35000,,2,1,4B,11,2,,4,95.6,153.6,,9160
Pratt Whitney,JT9D-70A,747-200B/-200B(M)/-200B(SF)/-200F,51140,,,,,,,,,,,,,2,1,4B,11,2,,4,95.6,153.6,97.03,9155
Pratt Whitney,JT9D-70B,,54500,,,,1660,25.2,,4.8,12200,0.631,0.85,35000,,2,1,4B,11,2,,4,95.6,153.6,,9175
Pratt Whitney,JT10D-132,(see PW2037),,,,,,,,,,,,,,,,,,,,,,,,
Pratt Whitney,JT11D-20,(see military turbofan specifications J58-P-4),,,,,,,,,,,,,,,,,,,,,,,,
Pratt Whitney,JT11F-4,,33190,50400,,,640,8.2,2.5,1.06,,,,,,,,,,,,,,,,9555
Pratt Whitney,JT11F-12,,33800,51100,,,640,9.5,2.5,1.08,,,,,,,,,,,,,,,,9135
Pratt Whitney,JT12A-3,(see military turbofan specifications),,,,,,,,,,,,,,,,,,,,,,,,
Pratt Whitney,JT12A-5,(see military turbofan specifications),,,,,,,,,,,,,,,,,,,,,,,,
Pratt Whitney,JT12A-6,Sabreliner 40/50,3000,,0.96,,,,,,,,,,,1,,,9,2,,,,78.3,22.1,448
Pratt Whitney,JT12A-6A,"Sabreliner 40/50, JetStar I",3000,,0.96,,,,,,,,,,,1,,,9,2,,,,78.3,22.1,448
Pratt Whitney,JT12A-8,"Sabreliner 60, JetStar I",3300,,0.995,,51,6.7,,,,,,,,1,,,9,2,,,,78.3,22.1,468
Pratt Whitney,JT12A-8A,"Sabreliner 60, JetStar I",3300,,0.995,,51,6.7,,,,,,,,1,,,9,2,,,,78.3,22.1,468
Pratt Whitney,JTF10A-2,Model 2086 (not produced),10000,,0.82,,,,,,,,,,,2,3,6B,7,1,,3,,,42.1,2715
Pratt Whitney,JTF14,Technology demonstrator,,,,,,,,,,,,,,,,,,,,,,,,
Pratt Whitney,JTF15A-1,,32600,51200,,,630,11,2.5,1.3,,,,,,,,,,,,,,,,8485
Pratt Whitney,JTF17A-21,"L-2000-7B (not produced), B-2707-200/-300 (candidate engine)",38300,61000,0.75,1.78,675,,,,,,,,,2,2,,6,1,,2,,,,
Pratt Whitney,PW1122G-JM,A319-172N (proposed),24240,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1124G-JM,A319-171N (proposed),24240,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1124G1-JM,A320-272N,24240,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1127G-JM,A320-271N,27075,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1127GA-JM,A320-271N,27075,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1127G1-JM,A319-173N (proposed),27075,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1129G-JM,A320-273N,29245,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1130G-JM,A321-272N/-272NX,33110,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1133G-JM,A321-271N/-271NX,33110,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1133GA-JM,A321-271N/-271NX,33110,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1135GA-JM,A321-273N (proposed),,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1215G,MRJ70,15600,,,,,,,,,,,,,1,1G,3,8,2,,3,,113.5,62,3800
Pratt Whitney,PW1217G,MRJ90,19190,,,,,,,,,,,,,1,1G,3,8,2,,3,,113.5,62,3800
Pratt Whitney,PW1428G-JM,MC-21,29761,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1428GA-JM,MC-21,29761,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1428GH-JM,MC-21,29761,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1431G-JM,MC-21,31572,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1431GA-JM,MC-21,31572,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1431GH-JM,MC-21,31572,,,,,,,,,,,,,1,1G,3,8,2,,3,56,133.9,57.6,6300
Pratt Whitney,PW1519G,A220-100/-300,19775,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1521G,A220-100/-300,21970,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1521G-3,A220-100/-300 (option),21970,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1521GA,A220-100/-300,21970,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1524G,A220-100,24400,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1524G-3,A220-300,24400,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1525G,A220-100/-300 (option),24400,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1525G-3,A220-100/-300 (option),24400,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,4800
Pratt Whitney,PW1715G,E175-E2,15000,,,,,,,,,,,,,1,1G,3,8,2,,3,56,125.4,79,6300
Pratt Whitney,PW1919G,E190-E2,22550,,,,,,,,,,,,,1,1G,3,8,2,,3,73,125.4,79,4800
Pratt Whitney,PW1921G,E195-E2,22550,,,,,,,,,,,,,1,1G,3,8,2,,3,73,125.4,79,4800
Pratt Whitney,PW1922G,E190-E2,23815,,,,,,,,,,,,,1,1G,3,8,2,,3,73,125.4,79,4800
Pratt Whitney,PW1923G,,23815,,,,,,,,,,,,,1,1G,3,8,2,,3,73,125.4,79,4800
Pratt Whitney,PW1923G-A,E195-E2,23815,,,,,,,,,,,,,1,1G,3,8,2,,3,73,125.4,79,4800
Pratt Whitney,PW2037,757-200/-200ET,37530,,0.335,,1210,27.9,1.63,5.8,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2037D,757-200/-200ET,37530,,0.335,,1210,27.9,1.63,5.8,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2037M,757-200/-200ET,37530,,0.335,,1210,27.9,1.63,5.8,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2040,757-200/-200ET/-200F,40900,,0.33,,1255,27.6,1.66,5.9,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2040D,757-200/-200ET/-200F,40900,,0.33,,1255,27.6,1.66,5.9,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2043,"757-300, 757-200/-200ET/-200F (option)",43000,,0.35,,,31.2,,6,,,,,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2143,"A340-521, A340-621 (not produced)",43000,,0.35,,,31.2,,6,,,,,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2237,Tu-204-140/-140C (proposed),36600,,0.335,,1210,27.9,1.63,5.8,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2240,"Tu-204-240/-240C, Tu-330 (Tu-204-330) (proposed)",40100,,0.33,,1255,27.6,1.66,5.9,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2337,Il-96M/T,36600,,0.335,,1210,27.9,1.63,5.8,6500,0.582,0.85,35000,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW2643,,43000,,0.35,,,31.2,,6,,,,,,2,1,4B,12,2,,5,78.5,141.4,84.8,7300
Pratt Whitney,PW4050,,50000,,,,,27.5,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4052,767-200ER/-300ER,52200,,0.312,,1705,27.5,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4056,"747-400/-400(M)/-400F, 767-200ER/-300/-300ER, Stratolaunch",56750,,0.32,,1705,30.2,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4060,"767-300/-300ER, An-218-200/-300 (proposed)",60000,,0.33,,1705,31.5,,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4060A,767-200ER,61570,,0.33,,1705,31.5,,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4060C,,60000,,0.33,,1705,31.5,,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4062,"767-300ER, 747-400/-400ER/-400F/-400FER, 767-200ER/-200FER/-300F/-400ER (option)",62000,,,,,32.3,1.8,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4062A,,62000,,,,,32.3,1.8,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4074,777-200,77440,,,,2550,30.3,,6,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15095
Pratt Whitney,PW4077,777-200,76960,,,,2550,31.5,,6.2,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15095
Pratt Whitney,PW4077D,,,,,,,,,,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15095
Pratt Whitney,PW4084,777-200,86760,,,,2550,34.2,1.68,6.41,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15095
Pratt Whitney,PW4084D,,,,,,,,,,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15095
Pratt Whitney,PW4090,777-200/-300,90200,,,,2712,38.6,1.7,6.3,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15584
Pratt Whitney,PW4090D,,,,,,,,,,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15584
Pratt Whitney,PW4090-3,777-200,,,,,,,,,,,,,,2,1,6B,11,2,,7,112,191.7,118.5,15584
Pratt Whitney,PW4098,777-300,98000,,,,2800,42.8,1.75,5.8,14000,0.581,0.83,35000,,2,1,7B,11,2,,7,112,194.7,119.5,16500
Pratt Whitney,PW4152,A310-324/-324ET/-324F,52200,,0.312,,1705,27.5,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4156,"A300B4-622/-622R, A310-325/ET",56000,,0.32,,1705,30.2,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4156A,A310-325/ET,56000,,0.32,,1705,30.2,1.7,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4158,"A300B4-622R/-622RF, A300F4-622R",58000,,0.323,,1705,30.6,,4.75,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4160,,60000,,,,1934,32,1.75,5.1,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164,"A330-321, A330-221 (option)",64500,,,,1934,32,1.75,5.1,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164-1D,,64500,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164C,,64500,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164C-1D,,64500,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164C/B,,68600,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4164C/B-1D,,68600,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4168,A330-222/-322,68600,,,,1934,32,1.75,5.1,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4168-1D,,68600,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4168A,"A330-223/-322, KR-860 (not produced)",68600,,,,1934,32,1.75,5.1,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4168A-1D,,68600,,,,,,,,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4170,A330-223F/-323,70000,,,,1934,32,1.75,5.1,,,,,,2,1,5B,11,2,,5,99.8,163.1,106.9,12400
Pratt Whitney,PW4460,MD-11/-11F/-11F(AF),60000,,0.33,,1705,31.5,,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4462,MD-11/-11F/-11F(CF),62000,,,,,32.3,1.8,4.85,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW4650,(see military turbojet specification),51400,,,,,,,,,,,,,2,1,4B,11,2,,4,93.6,132.2,97,9213
Pratt Whitney,PW6122,"A318-121, Il-214 (candidate engine), A316/A317 (not produced)",22100,,0.36,,,27.2,,,,,,,,2,1,4B,5,1,,3,56.5,108.21,62.4,5400
Pratt Whitney,PW6124,A318-122,23800,,0.37,,,29.6,,4.9,,,,,,2,1,4B,5,1,,3,56.5,108.21,62.4,5400
Pratt Whitney,PW8160,"A340-521, A340-621 (proposed)",65000,,,,,,,,,,,,,2,1G,3B,5,1,,3,,,,
Pratt Whitney Canada,JT15D-1,"Citation, SN.600 prototype, MH02, SportJet II, JW-1",2200,,0.54,,75,,,3.3,,,,,,2,1,,1C,1,,2,27.3,57,35.3,509
Pratt Whitney Canada,JT15D-1A,Citation I/ISP,2200,,0.54,,75,,,3.3,,,,,,2,1,,1C,1,,2,27.3,57,35.3,509
Pratt Whitney Canada,JT15D-1B,Citation I/ISP,2200,,0.54,,75,10,1.5,3.3,,,,,,2,1,,1C,1,,2,27.3,57,35.3,509
Pratt Whitney Canada,JT15D-4,"Citation II/IISP, SN.601 Corvette, Diamond I",2500,,0.562,,,,,2.6,,,,,,2,1,1B,1C,1,,2,20.8,60.4,35.3,557
Pratt Whitney Canada,JT15D-4B,Citation S/II,2500,,0.562,,,,,2.6,,,,,,2,1,1B,1C,1,,2,20.8,60.4,35.3,557
Pratt Whitney Canada,JT15D-4C,S211,2500,,0.562,,,,,2.6,,,,,,2,1,1B,1C,1,,2,20.8,60.4,35.3,557
Pratt Whitney Canada,JT15D-4D,Diamond IA,2500,,0.562,,,,,2.6,,,,,,2,1,1B,1C,1,,2,20.8,60.4,35.3,557
Pratt Whitney Canada,JT15D-5,"Beechjet 400 (Diamond II)/Hawker 400XP, Beechjet 400A/400T",2900,,0.551,,93,12.6,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,632
Pratt Whitney Canada,JT15D-5A,Citation V,2900,,0.551,,,,,2,,,,,,2,1,1B,1C,1,,2,20.5,63,27,632
Pratt Whitney Canada,JT15D-5B,(see military turbofan specifications),,,,,,,,,,,,,,,,,,,,,,,,
